Vivado Simulator 2018.3
Time resolution is 1 ps
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/MMCME2_ADV.v" Line 4488: Timing violation in scope /design_top_temp_tb/uut/feedback/mmcme2_test_inst/TChk4488_107937 at time 8276 ps $width (negedge CLKIN1,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[46]/TChk157_16343 at time 11131569 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[47]/TChk157_16343 at time 11131569 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[48]/TChk157_16343 at time 11131569 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[49]/TChk157_16343 at time 11131569 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[39]/TChk157_16343 at time 11131570 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[41]/TChk157_16343 at time 11131570 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[48]/TChk157_16343 at time 11131570 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[49]/TChk157_16343 at time 11131570 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[2]/TChk157_16343 at time 11131570 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[54]/TChk157_16343 at time 11131582 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[55]/TChk157_16343 at time 11131582 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[56]/TChk157_16343 at time 11131582 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[57]/TChk157_16343 at time 11131582 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[50]/TChk157_16343 at time 11131583 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[51]/TChk157_16343 at time 11131583 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[52]/TChk157_16343 at time 11131583 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[53]/TChk157_16343 at time 11131583 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[50]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[51]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[52]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[53]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[54]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[55]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[56]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[57]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[58]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[61]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[54]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[56]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[58]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[61]/TChk157_16343 at time 11131584 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[42]/TChk157_16343 at time 11131590 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[43]/TChk157_16343 at time 11131590 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[44]/TChk157_16343 at time 11131590 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[45]/TChk157_16343 at time 11131590 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[44]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[45]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[46]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[36]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[37]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[38]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[39]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[44]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[45]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[46]/TChk157_16343 at time 11131591 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[40]/TChk157_16343 at time 11131593 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/coarse_ts_reg_reg[47]/TChk157_16343 at time 11131593 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[34]/TChk157_16343 at time 11131593 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[35]/TChk157_16343 at time 11131593 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[40]/TChk157_16343 at time 11131593 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[41]/TChk157_16343 at time 11131593 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[47]/TChk157_16343 at time 11131593 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[48]/TChk157_16343 at time 11131596 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_in_reg[49]/TChk157_16343 at time 11131596 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[3]/TChk157_16343 at time 11131596 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[58]/TChk157_16343 at time 11131640 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[59]/TChk157_16343 at time 11131640 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[60]/TChk157_16343 at time 11131640 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/uart/tx/tx_reg_reg[61]/TChk157_16343 at time 11131640 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_m/clk_cntr_reg[17]/TChk157_16343 at time 11131641 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_m/clk_cntr_reg[18]/TChk157_16343 at time 11131641 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_m/clk_cntr_reg[19]/TChk157_16343 at time 11131641 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_m/clk_cntr_reg[20]/TChk157_16343 at time 11131641 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_m/clk_cntr_reg[21]/TChk157_16343 at time 11131641 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_m/clk_cntr_reg[22]/TChk157_16343 at time 11131641 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_m/clk_cntr_reg[23]/TChk157_16343 at time 11131641 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_m/clk_cntr_reg[24]/TChk157_16343 at time 11131641 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
WARNING: "/tools/Xilinx/Vivado/2018.3/data/verilog/src/unisims/FDRE.v" Line 157: Timing violation in scope /design_top_temp_tb/uut/top_sub1/tx_m/tx_m/clk_cntr_reg[25]/TChk157_16343 at time 11131641 ps $width (posedge C &&& CE,(0:0:0),0,notifier) 
